AvgSpotLen_l	BioSample_s	Experiment_s	Library_Name_s	LoadDate_s	MBases_l	MBytes_l	ReleaseDate_s	Run_s	SRA_Sample_s	Sample_Name_s	genotype_s	Assay_Type_s	BioProject_s	Center_Name_s	Consent_s	InsertSize_l	Instrument_s	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	Organism_s	Platform_s	SRA_Study_s	ecotype_s	source_name_s
51	SAMN03765234	SRX1053787		2015-06-08	88	89	2015-06-08	SRR2056929	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	92	94	2015-06-08	SRR2056930	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	96	98	2015-06-08	SRR2056931	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	99	102	2015-06-08	SRR2056932	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	103	107	2015-06-08	SRR2056933	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	108	112	2015-06-08	SRR2056934	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	113	118	2015-06-08	SRR2056935	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	78	79	2015-06-08	SRR2056936	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	118	125	2015-06-08	SRR2056937	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	70	70	2015-06-08	SRR2056938	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	72	72	2015-06-08	SRR2056939	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	75	75	2015-06-08	SRR2056940	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	77	78	2015-06-08	SRR2056941	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	79	81	2015-06-08	SRR2056942	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	82	83	2015-06-08	SRR2056943	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	85	86	2015-06-08	SRR2056944	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	87	89	2015-06-08	SRR2056945	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	91	93	2015-06-08	SRR2056946	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	89	91	2015-06-08	SRR2056947	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	95	98	2015-06-08	SRR2056948	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	98	102	2015-06-08	SRR2056949	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	102	107	2015-06-08	SRR2056950	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	106	112	2015-06-08	SRR2056951	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	110	117	2015-06-08	SRR2056952	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	115	123	2015-06-08	SRR2056953	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	120	128	2015-06-08	SRR2056954	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765233	SRX1053786		2015-06-08	92	95	2015-06-08	SRR2056763	SRS956675	GSM1706499	hda6-6	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765233	SRX1053786		2015-06-08	120	129	2015-06-08	SRR2056764	SRS956675	GSM1706499	hda6-6	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765233	SRX1053786		2015-06-08	124	132	2015-06-08	SRR2056765	SRS956675	GSM1706499	hda6-6	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765233	SRX1053786		2015-06-08	121	130	2015-06-08	SRR2056766	SRS956675	GSM1706499	hda6-6	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765233	SRX1053786		2015-06-08	131	144	2015-06-08	SRR2056767	SRS956675	GSM1706499	hda6-6	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765233	SRX1053786		2015-06-08	133	147	2015-06-08	SRR2056768	SRS956675	GSM1706499	hda6-6	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765233	SRX1053786		2015-06-08	137	151	2015-06-08	SRR2056769	SRS956675	GSM1706499	hda6-6	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765233	SRX1053786		2015-06-08	140	157	2015-06-08	SRR2056770	SRS956675	GSM1706499	hda6-6	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765233	SRX1053786		2015-06-08	90	94	2015-06-08	SRR2056771	SRS956675	GSM1706499	hda6-6	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765233	SRX1053786		2015-06-08	93	97	2015-06-08	SRR2056772	SRS956675	GSM1706499	hda6-6	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765233	SRX1053786		2015-06-08	96	101	2015-06-08	SRR2056773	SRS956675	GSM1706499	hda6-6	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765233	SRX1053786		2015-06-08	94	98	2015-06-08	SRR2056774	SRS956675	GSM1706499	hda6-6	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765233	SRX1053786		2015-06-08	99	104	2015-06-08	SRR2056775	SRS956675	GSM1706499	hda6-6	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765233	SRX1053786		2015-06-08	102	108	2015-06-08	SRR2056776	SRS956675	GSM1706499	hda6-6	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765233	SRX1053786		2015-06-08	105	112	2015-06-08	SRR2056777	SRS956675	GSM1706499	hda6-6	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765233	SRX1053786		2015-06-08	109	115	2015-06-08	SRR2056778	SRS956675	GSM1706499	hda6-6	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765233	SRX1053786		2015-06-08	112	120	2015-06-08	SRR2056779	SRS956675	GSM1706499	hda6-6	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765233	SRX1053786		2015-06-08	116	124	2015-06-08	SRR2056780	SRS956675	GSM1706499	hda6-6	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765233	SRX1053786		2015-06-08	120	129	2015-06-08	SRR2056781	SRS956675	GSM1706499	hda6-6	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765233	SRX1053786		2015-06-08	123	132	2015-06-08	SRR2056782	SRS956675	GSM1706499	hda6-6	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765233	SRX1053786		2015-06-08	121	130	2015-06-08	SRR2056783	SRS956675	GSM1706499	hda6-6	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765233	SRX1053786		2015-06-08	130	143	2015-06-08	SRR2056784	SRS956675	GSM1706499	hda6-6	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765233	SRX1053786		2015-06-08	97	102	2015-06-08	SRR2056785	SRS956675	GSM1706499	hda6-6	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765233	SRX1053786		2015-06-08	134	147	2015-06-08	SRR2056786	SRS956675	GSM1706499	hda6-6	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765233	SRX1053786		2015-06-08	136	150	2015-06-08	SRR2056787	SRS956675	GSM1706499	hda6-6	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765233	SRX1053786		2015-06-08	140	157	2015-06-08	SRR2056788	SRS956675	GSM1706499	hda6-6	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765233	SRX1053786		2015-06-08	94	98	2015-06-08	SRR2056789	SRS956675	GSM1706499	hda6-6	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765233	SRX1053786		2015-06-08	97	101	2015-06-08	SRR2056790	SRS956675	GSM1706499	hda6-6	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765233	SRX1053786		2015-06-08	100	105	2015-06-08	SRR2056791	SRS956675	GSM1706499	hda6-6	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765233	SRX1053786		2015-06-08	103	109	2015-06-08	SRR2056792	SRS956675	GSM1706499	hda6-6	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765233	SRX1053786		2015-06-08	106	112	2015-06-08	SRR2056793	SRS956675	GSM1706499	hda6-6	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765233	SRX1053786		2015-06-08	108	115	2015-06-08	SRR2056794	SRS956675	GSM1706499	hda6-6	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765233	SRX1053786		2015-06-08	112	119	2015-06-08	SRR2056795	SRS956675	GSM1706499	hda6-6	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765233	SRX1053786		2015-06-08	100	105	2015-06-08	SRR2056796	SRS956675	GSM1706499	hda6-6	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765233	SRX1053786		2015-06-08	115	123	2015-06-08	SRR2056797	SRS956675	GSM1706499	hda6-6	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765233	SRX1053786		2015-06-08	118	127	2015-06-08	SRR2056798	SRS956675	GSM1706499	hda6-6	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765233	SRX1053786		2015-06-08	121	131	2015-06-08	SRR2056799	SRS956675	GSM1706499	hda6-6	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765233	SRX1053786		2015-06-08	123	134	2015-06-08	SRR2056800	SRS956675	GSM1706499	hda6-6	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765233	SRX1053786		2015-06-08	127	139	2015-06-08	SRR2056801	SRS956675	GSM1706499	hda6-6	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765233	SRX1053786		2015-06-08	130	143	2015-06-08	SRR2056802	SRS956675	GSM1706499	hda6-6	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765233	SRX1053786		2015-06-08	133	147	2015-06-08	SRR2056803	SRS956675	GSM1706499	hda6-6	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765233	SRX1053786		2015-06-08	137	152	2015-06-08	SRR2056804	SRS956675	GSM1706499	hda6-6	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765233	SRX1053786		2015-06-08	137	154	2015-06-08	SRR2056805	SRS956675	GSM1706499	hda6-6	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765233	SRX1053786		2015-06-08	92	95	2015-06-08	SRR2056806	SRS956675	GSM1706499	hda6-6	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765233	SRX1053786		2015-06-08	103	108	2015-06-08	SRR2056807	SRS956675	GSM1706499	hda6-6	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765233	SRX1053786		2015-06-08	95	99	2015-06-08	SRR2056808	SRS956675	GSM1706499	hda6-6	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765233	SRX1053786		2015-06-08	98	103	2015-06-08	SRR2056809	SRS956675	GSM1706499	hda6-6	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765233	SRX1053786		2015-06-08	101	106	2015-06-08	SRR2056810	SRS956675	GSM1706499	hda6-6	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765233	SRX1053786		2015-06-08	105	109	2015-06-08	SRR2056811	SRS956675	GSM1706499	hda6-6	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765233	SRX1053786		2015-06-08	108	113	2015-06-08	SRR2056812	SRS956675	GSM1706499	hda6-6	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765233	SRX1053786		2015-06-08	111	117	2015-06-08	SRR2056813	SRS956675	GSM1706499	hda6-6	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765233	SRX1053786		2015-06-08	114	121	2015-06-08	SRR2056814	SRS956675	GSM1706499	hda6-6	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765233	SRX1053786		2015-06-08	118	126	2015-06-08	SRR2056815	SRS956675	GSM1706499	hda6-6	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765233	SRX1053786		2015-06-08	123	131	2015-06-08	SRR2056816	SRS956675	GSM1706499	hda6-6	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765233	SRX1053786		2015-06-08	126	135	2015-06-08	SRR2056817	SRS956675	GSM1706499	hda6-6	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765233	SRX1053786		2015-06-08	106	112	2015-06-08	SRR2056818	SRS956675	GSM1706499	hda6-6	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765233	SRX1053786		2015-06-08	123	132	2015-06-08	SRR2056819	SRS956675	GSM1706499	hda6-6	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765233	SRX1053786		2015-06-08	133	145	2015-06-08	SRR2056820	SRS956675	GSM1706499	hda6-6	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
